,TweetID,User,DBID,Intake,Text
0,636955442887979008,jess_johnson91,med-int-18000,2,Cannot keep my eyes open today...this is exactly why I don't do anything harder than ibuprofen. 😴😵
1,475450916057784321,ItsNayo,med-int-18002,3,"""@Ciindy_Louu: @ItsNayo if not just take Tylenol ((:"" Is that something I can take still . Everyone tells me I'm limited to what I can use:("
2,557369411594883073,_YourAddicition,med-int-18004,2,&amp; I don't have any Tylenol
3,438498534892273664,callherbellaa,med-int-18005,3,"i was about to say this, i get them too RT @Nuh_Ordinary: @sexynae815 Advil does nothing for migraines . Try excedrin or see a doctor"
4,756178884228423680,Code2Drive,med-int-18007,1,"Doc was surprised I was off Tylenol and narcos so early. ""It's disturbing that the incision was less painful than your cramps were."""
5,427365690849259520,TakeMeTo_Xstasy,med-int-18009,2,I feel old I be having to take tylenol pm to help me sleep . Smh lol I can't help it my body be hurt
6,438380500386729984,FertileThoughts,med-int-18011,3,"Tylenol use during #pregnancy linked to #ADHD in children. http://t.co/P6wKkJcWNY

Thoughts?
http://t.co/uIZNSi3kVN"
7,742880097489850369,smolgaI,med-int-18012,1,just popped 50 paracetamol so i can sleep
8,630040597152186368,__trouvaille,med-int-18015,3,"@CorrinaMyer it's not on the list my doctor gave me 😩 which is weird to me, I thought all Tylenol was safe.."
9,576579348272148480,acullen72,med-int-18016,3,The Shamrock Shake: eggnog's methadone. http://t.co/7Sgr2HZbzt
10,692439538761908225,GoodHairDiaries,med-int-18017,3,"Xanax and therapy, bruh.  https://t.co/oA7TU5mXyf"
11,815716771739144192,loveleslie12,med-int-18018,3,You never took Tylenol? Cause I know you can when y... — Like once but yeah that's the only thing you can ta... https://t.co/LkF1lFzcdm
12,477945534343561216,Kelly_Kellett,med-int-18019,3,"@taylor2291 it has worked for me in the past! Just remember to leave paracetamol, Ibruofen and water by you bed! 👍"
13,684016734592995328,emma_cossey,med-int-18020,2,@BeautySwot I think it's something they've only really given a name to in the last few yrs. Paracetamol was my saviour!
14,578954203927748608,_Reenatho,med-int-18021,3,Team you sell Xanax but your still ain't Pablo Escobar
15,660094900935852033,masiofo_samoa,med-int-18022,2,i came into work &amp;&amp; took four ibuprofens out the medicine cabinet.
16,404854925437329409,BooBoo_Lil_Sis,med-int-18023,2,@Kool48aid on me havin me ova here in tears and I can't take shit but Tylenol
17,786415301260824576,analopez68,med-int-18024,3,My doctor wants to put me on Xanax but I'm not about that life
18,751354596879167488,_lyshaboo,med-int-18025,3,Someone come in clutch with some baby Tylenol! I'm all out &amp; Jayce is super warm 😭
19,754115819320246279,decepticvnt,med-int-18026,3,If you do Xanax recreationally you're a disgusting individual
20,217784029649436673,karaherron_,med-int-18028,3,"a loratab 5, i know the street value of that...its like one of them oxycottins -my grandma (:"
21,427513702707757056,baleigh_nicole,med-int-18029,3,Shawtys heart on steroids cause her love Is so strong
22,795953963262758912,kateyzeh,med-int-18031,2,@Kfroehlich22 This is a day when I will probably pull out the Xanax.
23,440584767189159936,qiselleo_O,med-int-18032,3,@geemmaaah give him Tylenol before his shots so it won't hurt that much
24,591102347926839296,bobbys_ummi,med-int-18033,3,Up with my son him not feeling to good Motrin rubbing his belly and back he just laying here 😍😚
25,391836039855095809,raynawtic,med-int-18034,3,Sunglasses n Advil http://t.co/VLsJgirSVN
26,759651200845357056,lilwyse1,med-int-18035,3,He sleeps ❤️ At least until the Tylenol wears off... https://t.co/dmfkHIEwGC
27,795474631486541824,loraleimarie392,med-int-18036,2,Need to take a Xanax to watch The real housewives of new Jersey reunion
28,754490383883759616,Kinginshitt_,med-int-18037,1,Took a perc and Tylenol I'm at work feeling too high right now
29,515233293520732160,allymacewen,med-int-18038,1,Oh I hope this Tylenol kicks in soooon. Headaches are the worst!
30,599458261750980608,jfannmatine10,med-int-18039,3,Advil is my first choice for joint pain! Check out this video to see why. http://t.co/UMkTu0tvs4 #fastadvilfanatics #sponsored
31,143214463741468672,RedLipsX3,med-int-18040,2,I can't sleep I need some tylenol pm. i was addicted to them for a while. smh
32,770988896830181376,hattiesellis,med-int-18041,3,"""Who even takes asprin anymore. Advil yo."" -@nainthebrain"
33,739988349339869184,ash_boo6,med-int-18043,2,Tylenol and Benadryl is the best combination when you're pregnant
34,764820839673962496,dogbomb1,med-int-18044,2,This morning's run is brought to you by two cups of coffee and extra strength Advil.
35,747786943233064961,Brooke_Crozier,med-int-18045,3,@lakyn_marie did U mix wine and Tylenol pm again... Cuz u always sleep walk when u do that
36,796465469817503745,Distracted_Dad,med-int-18046,2,"A2: For me personally, a mix, but I can sum it up by saying I'm glad I have a full supply of lorazepam. @MHChat #MHchat"
37,784439291636318208,AvalyaBlake,med-int-18047,2,I think first I need Valium
38,404593601658630144,Erica_Baybiie,med-int-18048,1,"Icy hot, Tylenol, hot towel doesn't work. And bae massaging it makes me shake n cry. Its to much :( but I'm so happy he was home."
39,794177193169604609,FearMistress,med-int-18049,3,"@DrBeaDollmaker --the lab that should help you. Until then, I can prescribe Valium for anxiety and to help you sleep,""
She stands,--"
40,591507916483469312,elisedeneen,med-int-18050,1,Having to take Tylenol PM at 3 am to go back to sleep... #whatislife
41,688039293181296640,Carlieewhitlock,med-int-18051,3,@Lememke steroids for animals
42,571137844980248576,_LisaaMarie,med-int-18052,2,After standing over this stove cooking ; I just want a foot rub and ibuprofen 😞
43,740152656308637696,milkwench,med-int-18053,3,"I show up in the ER &amp; the fucking Doctor is like ""do you want Advil""
Does this look like a fucking Advil situation https://t.co/tV98SCbBLr"
44,794107175425769473,MaraGreengrass,med-int-18054,2,@Popehat Does Ativan come in a drip? Because I will need that. Or an endless supply of Klonopin.
45,717435168861065216,nenacchavez,med-int-18056,3,@yesylove_625 that's horrible! Is there anything that can be done? I don't like it either but he's been on Tylenol &amp;Motrin for his fever 😒☹️
46,758813624299233281,myWETwintacos_,med-int-18058,2,I been on molly and Xanax w ya daughtaaa 👭
47,761278178941775872,diannaisrad,med-int-18059,2,@hvyleybennett Preggo me is only allowed Tylenol. I'm gonna try it though.
48,610900339558973440,burtonbabies29,med-int-18061,3,Pharmacy Times just named Advil the #1 Pharmacist Recommended brand for headaches and o http://t.co/gLR5e8j2zI #fastadvilfanatics #sponsored
49,815682167313416192,allforK_,med-int-18062,3,@Cmarieeee__ 🤦🏾‍♀️ wat kind of Tylenol you drunk ??
50,667742597675401216,fireworksoap,med-int-18063,3,Batgirl here has a cough :( anything I can do for her she already had Tylenol but it's her throat https://t.co/QE27gw0UhU
51,391247257799909376,Maddygascar95,med-int-18065,2,@randimelanson3 dude we could chill out and pop Advils together.
52,755468297093558272,kourtneycheree_,med-int-18067,1,when Tylenol doesn't help you so you have to suffer through headaches😭
53,758484280896921600,RachelSambuco,med-int-18069,1,"I had such a bad headache so I ask James to get me Tylenol. Brings me Tylenol PM.... 😂🙄😴 now, I'm so tired.."
54,532186660142710784,Lewis13James,med-int-18070,3,Medrol | Liefern Rezeptfrei | Fruit Basket Demos http://t.co/DH6XZGASXZ
55,598532906231812096,aprilwerling,med-int-18071,3,@TwitTartwif Infant Tylenol and Oragel for teething pain. Also teething rings.
56,639220470773063680,megandnelson91,med-int-18072,1,Tylenol bottle says do not take more than 6 a day.. Ive doubled that.. 😭 #toothachessuck #worsethananything #idrathergivebirth
57,789963306610155520,ItsQueenCeee,med-int-18073,3,"Gotta get Jordyn some infant Tylenol, my baby not feeling good😫 but you could never tell cause she's still as happy as she can be😍"
58,512496819814035456,allisonhairr,med-int-18075,1,No amount of Tylenol has helped my noggin 😞
59,250464068694065152,lilladygidget,med-int-18076,3,@SunshineChild_ u should take some tylenol. I'm good just stressing out over how expensive this skool is &amp; gettin my teaching job :/
60,565976395587678208,stephbelman_,med-int-18078,2,"I have to be honest, I use to be a heroin addict... Now I'm a methadone addict😂"
61,608325334774218753,_ericaagee,med-int-18079,2,"@Monicaa_Marieee i have ibuprofen, some prescribed nasal spray &amp; some throat meds from the doc. Guess I just have to ride it out."
62,664798365494956032,i_amstella_,med-int-18081,1,All that waiting for them to give me Tylenol smh
63,323284647821836288,AbbyLBoo,med-int-18082,1,My dad just gave me 800mg of Ibuprofen 😁👌😊 #Relieved #BackProblems
64,534842131773685760,emmalouiselisle,med-int-18083,2,@jfw_94 not allowed to take them whilst pregnant 😩 the only tablet I can take is paracetamols 😐 xx
65,700383879538933760,charminbrandt,med-int-18084,2,First one to bring me a coffee&amp; Advil wins🤗👅🙈
66,356935491846811650,AnaDeLaRosa16,med-int-18085,2,“@anaonfirexx: 😔😔😔 my head hurts.”- mines ✌. Two advils and a coke
67,608804307777916928,karliemaree29,med-int-18086,2,I used to think it was the xanax that made me depressed but now I see it's just my mom.
68,632272542154158080,BarbieDoll_tm,med-int-18087,1,Me &amp; baby are sick 😔 I have strep throat &amp; I'm taking Tylenol for fever... 😢 Pray for us 💔
69,274280319857856512,kelseyntincher,med-int-18088,3,@mjrotolo STEROIDS.
70,804157785898385408,jadaakisss,med-int-18089,3,"Aries;
Xanax: because any and everything will overwhelm you and you just wanna get thru the day"
71,788839260275310597,ChelseyyyKnight,med-int-18090,3,Idk whether I need an Advil or vodka
72,603228116778000384,jackiee_hazlett,med-int-18091,1,@emmajmeredith lol it's okay it's not even as bad you. I just have a fever and I'm getting it under control with ibuprofen.
73,541388267803779072,PEBBL3Z92,med-int-18092,2,I need Tylenol
74,572533372070858752,Btwnherthighs_,med-int-18093,3,“@chancetherapper: Xanax the new Heroin. Don't let em fool u”
75,740396622086049792,evcxo_,med-int-18094,3,Every time I'm in pain I refuse to take Tylenol (the only thing I can take) I hate OTC medication ):
76,312419562731761664,ave_logann,med-int-18095,3,"&amp;&amp; this tweet is for the guy who said my boyfriend is on steroids &amp; cheats in girls, you're just jealous too."
77,715864253027196930,M4rvins_Room,med-int-18097,2,"All I need is chocolate, ibuprofen and keeping up with the Kardashians today😷"
78,711967093961306112,_NaturallyNette,med-int-18098,2,I'm gonna take a nap... Some Tylenol &amp; just chill😩
79,768683747080220674,BeautyNBeast_,med-int-18099,1,Hopefully this Tylenol does it job because this pregnancy have me with bad toothaches
80,11269573064003584,ChermainePoo,med-int-18101,2,Doin 4th show in half hr&my fever is spiking!Anyone comin pls bring Panadols..?! :) keepin spirit high tho :)
81,528212030084636673,MommaCanuck,med-int-18102,2,@nNoela I guess this can cause baby's growth to slow (which it had - but the steroids caught baby up) so monitored at weekly ultrasounds
82,492533857602641921,dwankykng,med-int-18103,3,"Tbh I do miss having a bf for like ""my tooth hurts :(((( bring me ibuprofen?"" texts"
83,687117809772396544,_supkiana,med-int-18104,3,"@ChaBoiJack I don't have your #, but thanks again for dinner😁 it was cool seeing you. &amp; Sorry I didn't have Advil."
84,761412326574661633,Canaryday,med-int-18105,3,You gave him Tylenol yet  https://t.co/Ntdajj86AD
85,183008833365483522,planningperfect,med-int-18107,2,No amount of Advil can help this headache.
86,822899364267966464,EmisonLovely,med-int-18108,2,@Lovelyemison Dennylion can you get me a Tylenol? It might be bc I just took my Allegra but I can't really swallow either
87,661758157702742016,Bharris10Brooke,med-int-18109,3,Prednisone and animals do not mix well #pottythirty
88,558530065416609792,Ladiii_Ash,med-int-18111,3,I can't sleep and I can't take any pills to sleep fml!!! Bestie can I take Tylenol pm ?? @Lavitaesbell
89,445936278366740481,MarissaMorgan42,med-int-18112,2,"I need a 3 ibuprofen, bacon and, a blue powerade. If anyone wants to bring those 3 things to me in bed that would be great!  #hangovercure"
90,745367916992929793,cassbaabyy,med-int-18113,2,@MarienPicado ugh I know and Tylenol never works for me
91,464127613012029440,jamieleecurriex,med-int-18114,3,"Boys 15 that take steroids will look horrendous when their about 20, bellends"
92,558655346223222785,princesssssjo,med-int-18115,2,I need ibuprofen.
93,733166195231297536,Pingaa_Daddii,med-int-18116,3,And they gave me mfn horse pills my dude. I fuckking struggle to swallow an Advil 😂😒
94,812299064503111680,AP_SicEm365,med-int-18117,3,I've said it before and I'll say it again: the Nextdoor app/site is old people Facebook on steroids.
