3,That clonazepam got me
11,_USER_ me too. Just took oxycodone so can now breath through the pain and; hopefully now relax.
17,I'm headed towards liver failure at the rate I pop ibuprofen daily
18,"The only pills I ever took in Ibiza were ibuprofen, so I can't say I relate, but THIS is a CHOOOOON!!
_URL_"
23,Over the week I've gone through a couple packs of paracetamol !!!!
26,This 600 mg of ibuprofen ain't working
31,needs some more paracetamol but cant yet not or another 3 hours x
33,_USER_ that's scary! I had to get two steroid shots in my ass when I was pregnant so I feel your pain! I hope everything is okay though
57,Having a headache and only being able to take tylenol sucks!!! Doesn't do anything for me: ( _HASHTAG_
61,_USER_ I sucked it up and used ibuprofen. I'm glad I did because it brought up both rest and relief.
62,"""But my Prozac takes away my sex drive so I'm pretty much pure until marriage"" spider web"
65,600mg ibuprofen is doing nothing to reduce the swollen purple thing I used to call my right foot. _HASHTAG_
74,"Treating this headache with water, coffee, sugar, ibuprofen and a carnival. Some of these are poor choices."
77,"Thank God ibuprofen worked for this pain.  First assignment finished off and submitted,  now 4 weeks to get the next one done frowning face with open mouth"
78,I will probably live off of numbing gel and ibuprofen forever! It's already been a week of this mouth pain weary faceloudly crying face
82,The amount of ibuprofen I've consumed in the past 36 hours has to be enough to knock out a small elephant
98,"{I got up from the bed and moved into the bathroom. Taking the tylenol, not that it was going to do anything, and filled ~ _USER_"
100,"Officially have the worst back pain in the world, paracetamol literally doesn't touch ittired facesleepy face"
103,Popped a advil im sweating woh
108,When your allergies get so bad that your doctor orders steroids and intense antibiotics bc it turned into an infection lol
110,Two norcos and two 800 mg ibuprofen and I still feel this shitunamused face
122,im about to be so mad if I went to the doctors and got a steroid shot for some frickin hives when this bs might actually be bug bites..
123,Dr told me to eat carbs until I've finished steroid treatment for my Bells Palsy yesterday. I've woken up craving cake like a pregnant lady!
129,Oh helllooo ativan and alchahol and no feelings:)
135,Why the fuck is not being able to breathe a side effect from my steroid inhaler just HELP ME damn
142,Just snorted some xanax in the bathroom hm
155,I don't understand how someone doesn't know what NSAIDs means and yet they take ibuprofen. _HASHTAG_
158,These Tylenol Sinus nighttime pills suck!! I can't fall asleep.. I should have bought NyQuil like I normally do..
159,I had ibuprofen for breakfast
170,It's Friday night and I already popped two Advil PMs and crawled into bed... sleeping facevictory hand🏻 _HASHTAG_
172,That tylenol made me feel so much better
175,_USER_ I have to put steroid cream on it loudly crying face
201,_USER_ I'm on ibuprofen and sauv blanc. Likewise.
209,"Tues, I sent Michael to get Tylenol. Wrote down 'acetaminophen' and; said it's ok to buy off-brand. He came home with equate Dayquil. _HASHTAG_"
211,This Tylenol needs to kick in right fucking now
215,yes i hate xanax and yes i'm taking one for my deadly cramps rn
216,"Back massages dont help, heatpad don't help, tylenol dont help. Fml!"
218,That ibuprofen didn't do anything . My freaking back still hurting and I took it at bout6 something .
220,2 tramadols and 2 paracetamol I'm off my face but im ready for work :) _URL_
224,_USER_ lol yeah I can take Tylenol which doesn't even help so yay. I'm loving the 3rd trimester so far. Not.
