2,"My mouth is really irritating me , need some ibuprofen speak-no-evil monkeyconfounded face"
6,I really need some advil pmpensive face
7,"_USER_ very sore, so ice, ibuprofen and; stretches today!"
9,Cant wait to take a advil and; be knocked out
10,"Boutta go in this house, take some ibuprofen and; go to sleep. I'm tired!"
12,I regret eating ibuprofen like its candy.
15,So i can take 2 advil pm loudly crying face
19,These midols better kick in before I go and overdose on ibuprofen face with rolling eyes
20,"_USER_ screaming kids, yeah sure will. i get them all the time for days but mines always dehydration. i have paracetamol everywhere"
24,Stayed home sick _URL_ to go to urgent care in a few and hopefully get a steroid shot cuz nothing else is workingweary face
25,This Motrin need to gon head set in
28,Bring* me strawberry carmex and tylenol pronto
29,I just took a melatonin for the first time ever and I can barely stomach ibuprofen so this should be fun person gesturing OKperson gesturing OKperson gesturing OK
32,The doctor telling me i can take tylenol PM just to help me sleep was the best news ive gotten in awhile. Ready to finally sleep again! zzzzzz
34,I used to take 3-4 blue xanax a day (prescribed!!)
36,Need bout 5 ibuprofen
37,"Definitely not a good day for my back to hurt. So I'm gonna treat myself like a corpsman would; take motrin, drink water, change my socks."
38,I wish tylenol worked for them!
41,I need a lorazepam with all of this anxiety loudly crying face
42,_USER_ That's what I've taken too.  It's taken the edge off.  Got ibuprofen in the house but I'd just be worse if I took it.
43,Thank god for biofreeze and motrin.
44,"My headache is _USER_ and the ibuprofen I found is from 2014 weary face
Will this help me, have no affect or kill me?"
45,Tengo un dolor de cabesa. Tylenol por favor !
46,Can't really feel the effects of the panadol
47,"Today my OB suggested I go on Tylenol PM for sleep issues, Zantac for heartburn and; use Icy Hot for back pain. _HASHTAG_ is magical, you guys"
48,Urghhh..... fluoxetine season is approaching. Can't I just hibernate instead??? 󾰴 _URL_
49,"someone get me a coffee, extra strength tylenol and; possible some food _HASHTAG_ _HASHTAG_ _HASHTAG_"
50,"First lot of paracetamol took throughout the whole 21 weeks of my pregnancy so far, I just can't handle the pains anymoreface with tears of joy"
51,Xanax: because my nerves can't handle this
53,"When I have headaches, tylenol doesn't help at all"
54,How many Advil can you take in one night? Serious question.
55,I'm in the axe with my mother driving someone get me a friggen ativan
58,"My legs are so achy, I'm about to say fuck it and; take like 5 ibuprofen loudly crying face"
59,I come home to NO ibuprofen like wtf am I gonna do with this toothache?!?!?!
60,My head is pounding. Someone please bring me some Advil or something
63,Justin brought home sunflower seeds instead of pumpkin seeds for my panic attack salad. Does this mean I get another Ativan?
67,"The only drugs I got in that hospital the entire time were ibuprofen for swelling. Upwards of 1700 for a shower, and some advil"
68,_USER_ Too stingy to even give a prescription for more paracetamol
69,_USER_ I can't drink and Xanax
72,frickin NSAIDs and how rough they are on my stomach. was all ready for bed but now I have to eat a meal just for some advil
73,Turn up because there is no tylenol in the house and my head is pounding angry face
75,"I'm prescribed Prednisone for my tonsils. Know what that means? Hide your fucking snacks, that's what."
79,When you feel like death and have no paracetamol left loudly crying faceloudly crying face thank the lord for calpol thumbs up _HASHTAG_
80,I can't wait to get home. I'm going to pop 2 tylenol sinus p.m. Pills! I am in some serious sinus pain!! *tear*
81,Thank god for ibuprofen raising hands🏼
85,For real man. Can I get a xanax or nah? _URL_
86,Fosho the doc given me some steroids
91,Fuck dude i need advil
92,_USER_ oh noo they told me to buy over the counter motrin i need something strongg
95,Sometimes you just need a xanax break.
96,I just find Advil rolling around in my bed nbd
101,I hate taking paracetamol but this head ache is to much to handle now loudly crying face
104,Wish I could take a Xanax but I have to be up in 4 hours upside-down faceupside-down face
106,I need a couple levels up from klonopin for holiday events. I had a delightful  Ativan IV once. that was nice.
109,"It's gunna be an ice, advil and brace kind of weekend."
112,Someone must have slipped me a xanax in my drink _URL_ afsleeping face
114,In so much pain and not even got any bloody paracetamol downcast face with sweatdowncast face with sweatdowncast face with sweat
115,Am I allowed to take ibuprofen for headaches and back aches?! I hurtttt 󾍆
124,I wish I'd feel better face with medical mask I'm so far over my throat hurting and not being able to take anything besides ibuprofen angry faceweary face
125,Fucking love jade come down with a cuppa and paracetamol - the love I have  for her sparkling heartsparkling heart
128,Gm toothache u know how much i love u waking me up this early. Of course no open store nearby for some advil smfh.
132,"Interestingly enough, I get a lot more done when I take more of my klonopin."
133,About to take some tylenol and go to bed
134,"I'm gonna pop some Xanax, only got anxiety in my pocket."
139,If someone brings me breakfast and Advil I will seriously love you forever.
143,lemon tea with honey. wish i had a xanax. such a close game.
145,When you quit smoking and haven't done xanax in over 4 months but dumb ass bitch still feel the need to try and throw shade face with tears of joy
146,LOL my mom put some advil from our house an empty advil thing to keep in her purse... IT WAS MY STASH BOTTLE now her purse smells looouudface with tears of joyface with tears of joy
151,_USER_ ibuprofen helps. I have 800 mg but I split it in half so that it's 400 mg. You'll just bleed more but it helps.
152,_USER_ have you got ibuprofen gel? I've done that before and it really helps. Have you been sleeping funny? X
157,_USER_ did you have your gallbladder removed aswell? It's mad how them paracetamol knock you straight out x
160,_USER_ I have ibuprofen but that's it confused face
161,I stamp ibuprofen is my bestfriend OK handface with tears of joyface with tears of joyface with tears of joy
162,I need an ibuprofen 800mg pill ..but I don't feel like going all the way to my moms room unamused face
167,Craving some xanax
171,Don't talk shit about ibuprofen babies work wonders
176,So yesterday my ultrasound on my shoulder showed inflammation so I've been prescribed physio and steroid injections.
179,Pretty sure I have everything packed and ready to go to the doctors tomorrow AM. Just gotta get the tylenol around.
180,My pdocs were very concerned I get my klonopin BEFORE the holidays. I LOVE THEM.
182,"_USER_ Curing my joint pain or risk kidney failure? Idk man, ibuprofen might be the move."
185,"I really feel like im developing an anxiety problem, where's all the xanax when you need it???"
186,I need ibuprofen weary faceweary faceweary face
187,Deff need an advil tho person getting massagepill
189,taste like frozen tylenol _URL_
190,Grrrrrrr!  I need advil crying face
191,Not leaving my couch all day. Sos need Motrin. frowning face
192,"Home from craft fair 1. Had a nice day, made some friends and a little cash. Need 500mg ibuprofen ahhh xD"
194,_USER_ I haven't found anything! I just keep ibuprofen on hand but I don't think it's supposed to be taken regularly?
195,_USER_ the only drug i've even done was advil and tylenol
196,Side bar: steroid shots are amazing.
198,"Can Somebody Bring Me Some Motrin, My Head Banging"
199,my tooth hurts. but i hate dentists so ibuprofen it is.
202,Am so bunged up. I can't have any lemsip only paracetamol and throat lozenges _HASHTAG_ _HASHTAG_
206,"_USER_ _USER_ have done lots of ice, antihistamine, panadol, topical creams."
208,"Ima need a steroid shot , my throat closing pensive face"
213,_USER_ it must do something because it contains some paracetamol but I like the taste lol. I do find myself recovering quicker though
217,In serious need for something like Xanax. Surrounded by incompetent fools tired face
219,_USER_ I've been giving her Tylenol but I think I'll try ibuprofen now I haven't tried that. Thank you
221,Omg I need a tylenol extra strength my hips hurt I might just cry man
223,I need about 50 Tylenol
228,MADD as hell the hospital gave me fuxkin prednisone I hate taking that shit
232,_USER_ I'm trying to convince myself it won't be bad and to get it but I'm a baby. Lol they say ibuprofen before hand helps.
233,Advil and; a head rub is well needed
234,_USER_ good deal!  im jealous of your adventure today! bring the extra tylenol back with you too. so i can have it at work :)
237,Worst headache ever. I knew I should've left the ibuprofen in the car face with rolling eyes
239,_USER_ I can only use ibuprofen
242,Cause methadone withdrawal is the best time for a photoshoot. OK hand _URL_
243,Shouldn't valium and norco help my pain? Like..?
245,My head is killing me! weary face I really wish I wasn't allergic to ibuprofen right now!
246,"""well I did take theraflu and advil once  and it kind of scared me"" - Madi weighing in on the prescription pill scandal."
248,_USER_ i dont take meds at all . Ive only taken tylenol twice for migraines pensive face
253,_USER_ I like the ibuprofen better
260,Yeah im tryna get a valium thooo
261,Million dollar idea: dispense advil in the pad/tampon dispensers in bathrooms _HASHTAG_
262,Sometimes I think my medical training is stupid: it has caused me to fear taking ibuprofen on an empty stomach.
267,_USER_ Meee too girl. Meee too. I need about 50 xanax just to get through this election.
275,I need some Tylenol.
278,"Day of rugby, evening of drinking. Showing age now by packing paracetamol for my cold and plasters for any shoe related emergencies!"
279,I'm going to buy me some Tylenol pm tomorrow this shit crazy
282,I could probably use some Valium
283,Might be switching over to that good ole ibuprofen pill
286,Forgot the ibuprofen.
290,_USER_ Clonasepam to the rescue
291,cawblen i never knew advil was hot....
292,_USER_ I swear I need a Xanax just to venture out with all of those idiots. grinning face with sweat
